CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
94,100050021202400002,202400002,2024-04-21,47,21,1,1,2,6,2,10,2024-04-19T18:34:49.534600,2024-04-21T03:34:49.534600,2024-04-20T03:34:49.534600,13.757098,78.086956,"On 19-Apr-2024, a case of robbery was reported near Ballari South PS. Investigation initiated under 100050021202400002."
95,100040015202400001,202400001,2024-02-16,77,15,1,2,1,4,7,1,2024-02-14T03:09:13.431272,2024-02-16T07:09:13.431272,2024-02-14T23:09:13.431272,13.587218,77.973247,"On 14-Feb-2024, a case of assault was reported near Belagavi Cyber Crime PS. Investigation initiated under 100040015202400001."
96,100100038202500002,202500002,2025-08-18,75,38,1,1,1,1,7,6,2025-08-15T11:31:03.201910,2025-08-18T10:31:03.201910,2025-08-15T21:31:03.201910,14.494214,78.600511,"On 15-Aug-2025, a case of murder was reported near Hubballi-Dharwad Rural PS. Investigation initiated under 100100038202500002."
97,100090037202600002,202600002,2026-03-15,59,37,1,2,8,27,2,10,2026-03-14T06:34:40.701475,2026-03-15T14:34:40.701475,2026-03-14T17:34:40.701475,14.367724,78.490485,"On 14-Mar-2026, a case of unlawful assembly was reported near Shivamogga South PS. Investigation initiated under 100090037202600002."
98,100080031202600001,202600001,2026-02-15,31,31,1,2,4,16,1,5,2026-02-14T02:59:44.008783,2026-02-15T03:59:44.008783,2026-02-14T18:59:44.008783,14.195311,78.368086,"On 14-Feb-2026, a case of child labour was reported near Tumakuru North PS. Investigation initiated under 100080031202600001."
99,100090035202400002,202400002,2024-03-20,59,35,1,2,6,22,6,6,2024-03-19T03:30:58.703187,2024-03-20T02:30:58.703187,2024-03-19T18:30:58.703187,14.369251,78.514424,"On 19-Mar-2024, a case of ndps - trafficking was reported near Shivamogga East PS. Investigation initiated under 100090035202400002."
100,100020007202400003,202400003,2024-02-26,20,7,1,2,4,16,2,8,2024-02-24T14:46:38.548021,2024-02-26T15:46:38.548021,2024-02-24T21:46:38.548021,13.236184,77.840515,"On 24-Feb-2024, a case of child labour was reported near Bengaluru CEN Crime PS. Investigation initiated under 100020007202400003."
101,100090036202400001,202400001,2024-12-01,26,36,3,2,5,19,1,10,2024-11-30T12:48:03.423961,2024-12-01T04:48:03.423961,2024-12-01T00:48:03.423961,14.358337,78.540912,"On 30-Nov-2024, a case of cyberstalking was reported near Shivamogga Town PS. Investigation initiated under 100090036202400001."
102,100100039202600001,202600001,2026-04-16,53,39,1,2,5,20,4,3,2026-04-14T13:39:07.711279,2026-04-16T12:39:07.711279,2026-04-15T13:39:07.711279,14.480292,78.641153,"On 14-Apr-2026, a case of identity theft was reported near Hubballi-Dharwad North PS. Investigation initiated under 100100039202600001."
103,100050017202400002,202400002,2024-10-26,17,17,1,1,2,8,1,9,2024-10-24T21:50:19.877645,2024-10-26T05:50:19.877645,2024-10-25T21:50:19.877645,13.700018,78.107248,"On 24-Oct-2024, a case of dacoity was reported near Ballari Central PS. Investigation initiated under 100050017202400002."
104,100080031202400002,202400002,2024-11-10,72,31,1,2,7,24,2,7,2024-11-10T04:02:52.192723,2024-11-10T05:02:52.192723,2024-11-10T22:02:52.192723,14.158964,78.385774,"On 10-Nov-2024, a case of criminal breach of trust was reported near Tumakuru North PS. Investigation initiated under 100080031202400002."
105,100050019202500001,202500001,2025-02-13,69,19,1,2,8,27,1,1,2025-02-10T10:34:50.734995,2025-02-13T01:34:50.734995,2025-02-10T17:34:50.734995,13.703664,78.059815,"On 10-Feb-2025, a case of unlawful assembly was reported near Ballari North PS. Investigation initiated under 100050019202500001."
106,100030010202400001,202400001,2024-04-26,49,10,1,2,7,23,2,1,2024-04-25T03:22:22.970342,2024-04-26T03:22:22.970342,2024-04-25T10:22:22.970342,13.46117,77.869608,"On 25-Apr-2024, a case of cheating was reported near Mysuru Town PS. Investigation initiated under 100030010202400001."
107,100010003202400002,202400002,2024-04-02,80,3,1,2,8,26,2,6,2024-04-01T12:25:38.122208,2024-04-02T00:25:38.122208,2024-04-01T20:25:38.122208,13.08737,77.65374,"On 01-Apr-2024, a case of rioting was reported near Bengaluru East PS. Investigation initiated under 100010003202400002."
108,100090037202400001,202400001,2024-07-17,9,37,1,2,6,22,4,9,2024-07-15T15:35:18.500519,2024-07-17T03:35:18.500519,2024-07-16T11:35:18.500519,14.363047,78.500052,"On 15-Jul-2024, a case of ndps - trafficking was reported near Shivamogga South PS. Investigation initiated under 100090037202400001."
109,100060025202400001,202400001,2024-10-01,67,25,1,2,8,26,3,2,2024-09-29T07:21:53.553033,2024-10-01T01:21:53.553033,2024-09-29T21:21:53.553033,13.88569,78.155646,"On 29-Sep-2024, a case of rioting was reported near Dakshina North PS. Investigation initiated under 100060025202400001."
110,100100040202400005,202400005,2024-10-01,93,40,1,1,1,1,5,4,2024-09-30T20:31:07.444518,2024-10-01T06:31:07.444518,2024-10-01T03:31:07.444518,14.517659,78.554312,"On 30-Sep-2024, a case of murder was reported near Hubballi-Dharwad Rural PS. Investigation initiated under 100100040202400005."
111,100050021202500001,202500001,2025-03-13,51,21,1,2,4,15,4,1,2025-03-11T19:58:49.408447,2025-03-13T04:58:49.408447,2025-03-12T07:58:49.408447,13.767765,78.08935,"On 11-Mar-2025, a case of child trafficking was reported near Ballari South PS. Investigation initiated under 100050021202500001."
112,100060026202500004,202500004,2025-11-12,89,26,1,2,4,16,1,10,2025-11-10T09:41:33.110024,2025-11-12T03:41:33.110024,2025-11-11T01:41:33.110024,13.83889,78.227171,"On 10-Nov-2025, a case of child labour was reported near Dakshina West PS. Investigation initiated under 100060026202500004."
113,100030010202500001,202500001,2025-02-28,51,10,1,2,7,24,4,3,2025-02-26T06:53:49.259017,2025-02-28T23:53:49.259017,2025-02-26T09:53:49.259017,13.393809,77.873578,"On 26-Feb-2025, a case of criminal breach of trust was reported near Mysuru Town PS. Investigation initiated under 100030010202500001."
114,100090037202400002,202400002,2024-10-27,99,37,1,2,7,24,2,5,2024-10-26T19:05:28.966140,2024-10-27T20:05:28.966140,2024-10-27T06:05:28.966140,14.306052,78.510141,"On 26-Oct-2024, a case of criminal breach of trust was reported near Shivamogga South PS. Investigation initiated under 100090037202400002."
115,100060022202600001,202600001,2026-05-31,19,22,1,1,4,14,2,1,2026-05-30T00:55:58.632872,2026-05-31T10:55:58.632872,2026-05-30T18:55:58.632872,13.869903,78.217592,"On 30-May-2026, a case of pocso offences was reported near Dakshina East PS. Investigation initiated under 100060022202600001."
116,100050020202500002,202500002,2025-07-17,31,20,1,2,7,25,1,9,2025-07-15T14:10:39.514337,2025-07-17T11:10:39.514337,2025-07-16T12:10:39.514337,13.706791,78.107123,"On 15-Jul-2025, a case of forgery was reported near Ballari Central PS. Investigation initiated under 100050020202500002."
117,100100039202400001,202400001,2024-01-16,40,39,1,2,3,11,3,9,2024-01-13T08:06:06.907415,2024-01-16T06:06:06.907415,2024-01-14T06:06:06.907415,14.501611,78.630859,"On 13-Jan-2024, a case of molestation was reported near Hubballi-Dharwad North PS. Investigation initiated under 100100039202400001."
118,100100041202600001,202600001,2026-04-17,79,41,3,2,5,18,4,10,2026-04-16T16:15:11.187068,2026-04-17T06:15:11.187068,2026-04-16T21:15:11.187068,14.440075,78.620845,"On 16-Apr-2026, a case of hacking was reported near Hubballi-Dharwad CEN Crime PS. Investigation initiated under 100100041202600001."
119,100050021202400001,202400001,2024-12-11,41,21,3,2,4,15,2,7,2024-12-11T15:19:51.307626,2024-12-11T21:19:51.307626,2024-12-12T11:19:51.307626,13.745133,78.082637,"On 11-Dec-2024, a case of child trafficking was reported near Ballari South PS. Investigation initiated under 100050021202400001."
120,100070028202600002,202600002,2026-04-01,100,28,1,1,1,2,2,10,2026-03-30T13:03:45.097668,2026-04-01T23:03:45.097668,2026-03-30T16:03:45.097668,14.043865,78.255917,"On 30-Mar-2026, a case of attempt to murder was reported near Kalaburagi Central PS. Investigation initiated under 100070028202600002."
121,100030011202400001,202400001,2024-10-29,21,11,1,2,7,23,4,3,2024-10-27T17:54:09.826713,2024-10-29T12:54:09.826713,2024-10-28T12:54:09.826713,13.458731,77.930867,"On 27-Oct-2024, a case of cheating was reported near Mysuru Town PS. Investigation initiated under 100030011202400001."
122,100040014202400002,202400002,2024-01-28,108,14,1,2,3,10,3,10,2024-01-27T19:26:47.122770,2024-01-28T00:26:47.122770,2024-01-28T00:26:47.122770,13.606983,78.0113,"On 27-Jan-2024, a case of dowry harassment was reported near Belagavi CEN Crime PS. Investigation initiated under 100040014202400002."
123,100010005202400001,202400001,2024-05-20,90,5,1,2,3,10,3,4,2024-05-19T03:35:18.445518,2024-05-20T15:35:18.445518,2024-05-19T14:35:18.445518,13.124305,77.697065,"On 19-May-2024, a case of dowry harassment was reported near Bengaluru Central PS. Investigation initiated under 100010005202400001."
124,100100040202500001,202500001,2025-01-07,89,40,4,2,7,23,1,5,2025-01-04T03:16:15.255191,2025-01-07T03:16:15.255191,2025-01-05T00:16:15.255191,14.442834,78.608662,"On 04-Jan-2025, a case of cheating was reported near Hubballi-Dharwad Rural PS. Investigation initiated under 100100040202500001."
125,100070030202400001,202400001,2024-05-06,72,30,2,2,7,25,1,9,2024-05-03T19:55:52.357813,2024-05-06T14:55:52.357813,2024-05-04T05:55:52.357813,14.028094,78.31242,"On 03-May-2024, a case of forgery was reported near Kalaburagi Rural PS. Investigation initiated under 100070030202400001."
126,100040016202500002,202500002,2025-10-19,26,16,1,2,5,18,2,2,2025-10-18T12:02:49.975253,2025-10-19T11:02:49.975253,2025-10-18T16:02:49.975253,13.559022,77.94834,"On 18-Oct-2025, a case of hacking was reported near Belagavi Town PS. Investigation initiated under 100040016202500002."
127,100010002202600001,202600001,2026-02-06,57,2,1,2,5,18,1,2,2026-02-05T12:14:01.710844,2026-02-06T13:14:01.710844,2026-02-05T22:14:01.710844,13.099265,77.676515,"On 05-Feb-2026, a case of hacking was reported near Bengaluru Town PS. Investigation initiated under 100010002202600001."
128,100060025202500002,202500002,2025-11-01,26,25,1,2,7,24,1,9,2025-10-29T18:55:48.398796,2025-11-01T04:55:48.398796,2025-10-30T14:55:48.398796,13.857162,78.177833,"On 29-Oct-2025, a case of criminal breach of trust was reported near Dakshina North PS. Investigation initiated under 100060025202500002."
129,100020008202500002,202500002,2025-06-24,52,8,1,2,8,26,1,2,2025-06-22T05:39:55.172421,2025-06-24T02:39:55.172421,2025-06-23T01:39:55.172421,13.279068,77.795395,"On 22-Jun-2025, a case of rioting was reported near Bengaluru Rural PS. Investigation initiated under 100020008202500002."
130,100010005202400002,202400002,2024-08-18,75,5,1,2,7,24,2,1,2024-08-18T02:41:48.191178,2024-08-18T10:41:48.191178,2024-08-18T05:41:48.191178,13.093361,77.658492,"On 18-Aug-2024, a case of criminal breach of trust was reported near Bengaluru Central PS. Investigation initiated under 100010005202400002."
131,100060023202500001,202500001,2025-08-22,49,23,1,2,5,17,1,7,2025-08-20T14:35:05.267702,2025-08-22T17:35:05.267702,2025-08-21T11:35:05.267702,13.853413,78.182879,"On 20-Aug-2025, a case of online financial fraud was reported near Dakshina Town PS. Investigation initiated under 100060023202500001."
132,100030009202400002,202400002,2024-08-23,71,9,1,2,7,24,6,8,2024-08-21T16:15:55.625023,2024-08-23T23:15:55.625023,2024-08-22T12:15:55.625023,13.38958,77.895541,"On 21-Aug-2024, a case of criminal breach of trust was reported near Mysuru North PS. Investigation initiated under 100030009202400002."
133,100010005202600001,202600001,2026-01-28,61,5,1,2,5,17,7,10,2026-01-25T06:52:58.066139,2026-01-28T03:52:58.066139,2026-01-25T07:52:58.066139,13.118487,77.695866,"On 25-Jan-2026, a case of online financial fraud was reported near Bengaluru Central PS. Investigation initiated under 100010005202600001."
134,100050018202600001,202600001,2026-02-13,34,18,3,1,1,1,3,4,2026-02-12T14:51:07.258071,2026-02-13T10:51:07.258071,2026-02-13T12:51:07.258071,13.716265,78.125384,"On 12-Feb-2026, a case of murder was reported near Ballari CEN Crime PS. Investigation initiated under 100050018202600001."
135,100070028202400001,202400001,2024-07-06,69,28,1,2,8,27,3,6,2024-07-03T20:12:38.463811,2024-07-06T16:12:38.463811,2024-07-04T18:12:38.463811,14.067187,78.254336,"On 03-Jul-2024, a case of unlawful assembly was reported near Kalaburagi Central PS. Investigation initiated under 100070028202400001."
136,100040014202600001,202600001,2026-04-17,73,14,4,2,2,5,1,3,2026-04-17T03:07:27.504308,2026-04-17T20:07:27.504308,2026-04-17T16:07:27.504308,13.587239,78.03459,"On 17-Apr-2026, a case of theft was reported near Belagavi CEN Crime PS. Investigation initiated under 100040014202600001."
137,100070029202500002,202500002,2025-01-20,28,29,1,2,4,16,2,10,2025-01-18T04:28:22.303267,2025-01-20T19:28:22.303267,2025-01-18T08:28:22.303267,13.985987,78.321471,"On 18-Jan-2025, a case of child labour was reported near Kalaburagi West PS. Investigation initiated under 100070029202500002."
138,100080033202400001,202400001,2024-06-19,89,33,1,2,8,27,2,8,2024-06-19T06:12:49.385581,2024-06-19T15:12:49.385581,2024-06-20T00:12:49.385581,14.144185,78.383042,"On 19-Jun-2024, a case of unlawful assembly was reported near Tumakuru West PS. Investigation initiated under 100080033202400001."
139,100060025202500003,202500003,2025-12-26,101,25,1,2,5,20,2,1,2025-12-24T10:14:27.281825,2025-12-26T20:14:27.281825,2025-12-24T11:14:27.281825,13.825304,78.150205,"On 24-Dec-2025, a case of identity theft was reported near Dakshina North PS. Investigation initiated under 100060025202500003."
140,100030011202400001,202400001,2024-09-20,104,11,2,2,2,5,1,7,2024-09-19T01:24:56.694135,2024-09-20T06:24:56.694135,2024-09-19T04:24:56.694135,13.452045,77.887221,"On 19-Sep-2024, a case of theft was reported near Mysuru Town PS. Investigation initiated under 100030011202400001."
141,100100042202500002,202500002,2025-11-02,35,42,1,2,5,20,3,9,2025-10-30T16:19:14.209701,2025-11-02T05:19:14.209701,2025-10-31T15:19:14.209701,14.434289,78.558909,"On 30-Oct-2025, a case of identity theft was reported near Hubballi-Dharwad East PS. Investigation initiated under 100100042202500002."
142,100080031202600002,202600002,2026-02-24,79,31,1,2,3,10,1,8,2026-02-22T07:38:01.910267,2026-02-24T06:38:01.910267,2026-02-22T17:38:01.910267,14.142559,78.369738,"On 22-Feb-2026, a case of dowry harassment was reported near Tumakuru North PS. Investigation initiated under 100080031202600002."
143,100050021202500002,202500002,2025-06-03,115,21,1,2,2,7,1,4,2025-06-02T14:47:14.132730,2025-06-03T21:47:14.132730,2025-06-03T14:47:14.132730,13.71286,78.064596,"On 02-Jun-2025, a case of burglary was reported near Ballari South PS. Investigation initiated under 100050021202500002."
144,100030011202500001,202500001,2025-03-22,61,11,1,1,4,14,2,8,2025-03-19T14:16:21.334229,2025-03-22T09:16:21.334229,2025-03-20T06:16:21.334229,13.45782,77.866244,"On 19-Mar-2025, a case of pocso offences was reported near Mysuru Town PS. Investigation initiated under 100030011202500001."
145,100070029202400002,202400002,2024-10-25,83,29,1,2,2,9,4,2,2024-10-23T06:42:27.950985,2024-10-25T11:42:27.950985,2024-10-23T13:42:27.950985,13.984871,78.274179,"On 23-Oct-2024, a case of criminal trespass was reported near Kalaburagi West PS. Investigation initiated under 100070029202400002."
146,100100040202600001,202600001,2026-03-26,47,40,3,2,1,3,6,6,2026-03-25T20:15:25.758533,2026-03-26T11:15:25.758533,2026-03-26T09:15:25.758533,14.458159,78.606513,"On 25-Mar-2026, a case of grievous hurt was reported near Hubballi-Dharwad Rural PS. Investigation initiated under 100100040202600001."
147,100090035202400001,202400001,2024-08-16,11,35,3,2,8,27,4,7,2024-08-15T23:31:13.903978,2024-08-16T08:31:13.903978,2024-08-16T06:31:13.903978,14.36079,78.490387,"On 15-Aug-2024, a case of unlawful assembly was reported near Shivamogga East PS. Investigation initiated under 100090035202400001."
148,100050019202500002,202500002,2025-04-18,84,19,1,1,1,2,5,6,2025-04-15T22:35:45.043752,2025-04-18T17:35:45.043752,2025-04-16T19:35:45.043752,13.705188,78.10247,"On 15-Apr-2025, a case of attempt to murder was reported near Ballari North PS. Investigation initiated under 100050019202500002."
149,100010003202500001,202500001,2025-09-24,4,3,1,2,6,21,2,7,2025-09-22T00:57:01.989219,2025-09-24T22:57:01.989219,2025-09-22T06:57:01.989219,13.124964,77.656749,"On 22-Sep-2025, a case of ndps - possession was reported near Bengaluru East PS. Investigation initiated under 100010003202500001."
150,100060026202500005,202500005,2025-12-06,48,26,1,2,6,21,7,7,2025-12-04T10:30:11.038121,2025-12-06T09:30:11.038121,2025-12-04T23:30:11.038121,13.836395,78.22998,"On 04-Dec-2025, a case of ndps - possession was reported near Dakshina West PS. Investigation initiated under 100060026202500005."
151,100090037202600001,202600001,2026-05-28,106,37,2,2,3,11,1,5,2026-05-26T10:35:15.995723,2026-05-28T11:35:15.995723,2026-05-26T20:35:15.995723,14.326987,78.448823,"On 26-May-2026, a case of molestation was reported near Shivamogga South PS. Investigation initiated under 100090037202600001."
152,100080031202500001,202500001,2025-08-12,41,31,4,2,2,7,2,8,2025-08-12T04:21:50.498421,2025-08-12T07:21:50.498421,2025-08-12T13:21:50.498421,14.137885,78.350451,"On 12-Aug-2025, a case of burglary was reported near Tumakuru North PS. Investigation initiated under 100080031202500001."
153,100050020202500003,202500003,2025-11-26,48,20,1,2,6,21,2,8,2025-11-24T16:32:43.183171,2025-11-26T14:32:43.183171,2025-11-24T21:32:43.183171,13.67289,78.096417,"On 24-Nov-2025, a case of ndps - possession was reported near Ballari Central PS. Investigation initiated under 100050020202500003."
154,100060024202500001,202500001,2025-04-07,17,24,1,2,8,27,1,3,2025-04-05T09:41:34.462931,2025-04-07T00:41:34.462931,2025-04-05T10:41:34.462931,13.896046,78.15646,"On 05-Apr-2025, a case of unlawful assembly was reported near Dakshina Traffic PS. Investigation initiated under 100060024202500001."
155,100030012202400001,202400001,2024-10-24,65,12,1,1,1,1,1,10,2024-10-23T11:54:37.746329,2024-10-24T23:54:37.746329,2024-10-24T06:54:37.746329,13.406384,77.860656,"On 23-Oct-2024, a case of murder was reported near Mysuru Rural PS. Investigation initiated under 100030012202400001."
156,100030012202500001,202500001,2025-08-30,16,12,2,2,7,24,1,8,2025-08-29T05:08:59.359461,2025-08-30T11:08:59.359461,2025-08-29T19:08:59.359461,13.382885,77.943061,"On 29-Aug-2025, a case of criminal breach of trust was reported near Mysuru Rural PS. Investigation initiated under 100030012202500001."
157,100070028202500002,202500002,2025-04-16,87,28,1,1,2,8,7,2,2025-04-14T16:58:24.871756,2025-04-16T16:58:24.871756,2025-04-14T22:58:24.871756,13.972879,78.312016,"On 14-Apr-2025, a case of dacoity was reported near Kalaburagi Central PS. Investigation initiated under 100070028202500002."
158,100010004202500001,202500001,2025-04-10,80,4,2,2,8,26,7,10,2025-04-08T18:59:37.596752,2025-04-10T19:59:37.596752,2025-04-09T14:59:37.596752,13.13952,77.659874,"On 08-Apr-2025, a case of rioting was reported near Bengaluru Central PS. Investigation initiated under 100010004202500001."
159,100030012202400002,202400002,2024-08-11,15,12,1,2,5,18,2,10,2024-08-10T06:44:31.723467,2024-08-11T00:44:31.723467,2024-08-10T16:44:31.723467,13.443172,77.893345,"On 10-Aug-2024, a case of hacking was reported near Mysuru Rural PS. Investigation initiated under 100030012202400002."
160,100010004202400001,202400001,2024-06-12,44,4,1,1,4,14,3,3,2024-06-12T02:29:20.899537,2024-06-12T13:29:20.899537,2024-06-13T01:29:20.899537,13.07815,77.675091,"On 12-Jun-2024, a case of pocso offences was reported near Bengaluru Central PS. Investigation initiated under 100010004202400001."
161,100040014202400003,202400003,2024-09-22,101,14,1,2,6,21,3,2,2024-09-20T23:26:00.039405,2024-09-22T22:26:00.039405,2024-09-21T13:26:00.039405,13.541776,78.008144,"On 20-Sep-2024, a case of ndps - possession was reported near Belagavi CEN Crime PS. Investigation initiated under 100040014202400003."
162,100050020202600001,202600001,2026-04-30,71,20,1,2,6,21,2,3,2026-04-28T23:19:01.891878,2026-04-30T08:19:01.891878,2026-04-29T19:19:01.891878,13.723137,78.111756,"On 28-Apr-2026, a case of ndps - possession was reported near Ballari Central PS. Investigation initiated under 100050020202600001."
163,100100042202500003,202500003,2025-03-24,40,42,1,2,4,15,1,8,2025-03-23T21:31:41.003366,2025-03-24T17:31:41.003366,2025-03-24T04:31:41.003366,14.42437,78.624304,"On 23-Mar-2025, a case of child trafficking was reported near Hubballi-Dharwad East PS. Investigation initiated under 100100042202500003."
164,100020006202500003,202500003,2025-06-23,100,6,1,2,3,11,1,9,2025-06-21T02:24:52.084456,2025-06-23T19:24:52.084456,2025-06-21T06:24:52.084456,13.273796,77.827498,"On 21-Jun-2025, a case of molestation was reported near Bengaluru Rural PS. Investigation initiated under 100020006202500003."
165,100060024202400002,202400002,2024-04-06,33,24,2,1,1,1,5,9,2024-04-06T01:38:12.603292,2024-04-06T08:38:12.603292,2024-04-07T00:38:12.603292,13.913346,78.21176,"On 06-Apr-2024, a case of murder was reported near Dakshina Traffic PS. Investigation initiated under 100060024202400002."
166,100080032202400002,202400002,2024-10-08,46,32,1,2,7,24,4,7,2024-10-07T15:14:21.610447,2024-10-08T04:14:21.610447,2024-10-07T21:14:21.610447,14.191448,78.395233,"On 07-Oct-2024, a case of criminal breach of trust was reported near Tumakuru Rural PS. Investigation initiated under 100080032202400002."
167,100090037202400003,202400003,2024-07-15,7,37,1,1,1,2,7,7,2024-07-12T14:22:30.144000,2024-07-15T02:22:30.144000,2024-07-12T21:22:30.144000,14.297778,78.529783,"On 12-Jul-2024, a case of attempt to murder was reported near Shivamogga South PS. Investigation initiated under 100090037202400003."
168,100040016202400002,202400002,2024-04-20,42,16,1,2,4,15,2,7,2024-04-18T07:22:07.883301,2024-04-20T18:22:07.883301,2024-04-18T10:22:07.883301,13.522632,77.95792,"On 18-Apr-2024, a case of child trafficking was reported near Belagavi Town PS. Investigation initiated under 100040016202400002."
169,100090036202600002,202600002,2026-04-05,41,36,1,2,3,12,1,9,2026-04-02T18:20:47.816451,2026-04-05T10:20:47.816451,2026-04-03T05:20:47.816451,14.35939,78.457792,"On 02-Apr-2026, a case of domestic violence was reported near Shivamogga Town PS. Investigation initiated under 100090036202600002."
170,100030011202500002,202500002,2025-02-10,72,11,1,2,7,23,7,8,2025-02-08T02:17:53.498379,2025-02-10T18:17:53.498379,2025-02-08T04:17:53.498379,13.415752,77.943482,"On 08-Feb-2025, a case of cheating was reported near Mysuru Town PS. Investigation initiated under 100030011202500002."
171,100020007202500001,202500001,2025-01-17,14,7,3,2,1,3,3,6,2025-01-16T16:12:42.358843,2025-01-17T08:12:42.358843,2025-01-17T05:12:42.358843,13.258956,77.837515,"On 16-Jan-2025, a case of grievous hurt was reported near Bengaluru CEN Crime PS. Investigation initiated under 100020007202500001."
172,100040014202400004,202400004,2024-01-24,95,14,1,2,7,24,3,5,2024-01-23T22:27:58.458692,2024-01-24T18:27:58.458692,2024-01-24T02:27:58.458692,13.551455,78.02471,"On 23-Jan-2024, a case of criminal breach of trust was reported near Belagavi CEN Crime PS. Investigation initiated under 100040014202400004."
173,100050020202400001,202400001,2024-08-31,66,20,2,2,7,24,2,7,2024-08-28T02:44:34.797572,2024-08-31T01:44:34.797572,2024-08-28T05:44:34.797572,13.76333,78.095941,"On 28-Aug-2024, a case of criminal breach of trust was reported near Ballari Central PS. Investigation initiated under 100050020202400001."
174,100050017202500002,202500002,2025-05-28,1,17,1,2,3,11,1,7,2025-05-27T03:19:38.651634,2025-05-28T13:19:38.651634,2025-05-28T01:19:38.651634,13.682233,78.098038,"On 27-May-2025, a case of molestation was reported near Ballari Central PS. Investigation initiated under 100050017202500002."
175,100030013202500001,202500001,2025-07-02,69,13,3,2,4,15,3,4,2025-07-01T10:11:42.250956,2025-07-02T17:11:42.250956,2025-07-02T00:11:42.250956,13.455809,77.930419,"On 01-Jul-2025, a case of child trafficking was reported near Mysuru Central PS. Investigation initiated under 100030013202500001."
176,100100041202500001,202500001,2025-06-18,66,41,2,2,7,24,5,10,2025-06-16T00:42:05.847827,2025-06-18T23:42:05.847827,2025-06-16T10:42:05.847827,14.425302,78.584568,"On 16-Jun-2025, a case of criminal breach of trust was reported near Hubballi-Dharwad CEN Crime PS. Investigation initiated under 100100041202500001."
177,100050019202400002,202400002,2024-10-06,80,19,1,2,7,24,5,4,2024-10-04T20:44:48.634345,2024-10-06T19:44:48.634345,2024-10-05T12:44:48.634345,13.751576,78.129053,"On 04-Oct-2024, a case of criminal breach of trust was reported near Ballari North PS. Investigation initiated under 100050019202400002."
178,100020008202400003,202400003,2024-11-12,115,8,1,2,8,27,7,3,2024-11-10T08:58:48.032640,2024-11-12T06:58:48.032640,2024-11-10T10:58:48.032640,13.298609,77.800302,"On 10-Nov-2024, a case of unlawful assembly was reported near Bengaluru Rural PS. Investigation initiated under 100020008202400003."
179,100080033202500002,202500002,2025-12-18,97,33,1,2,5,19,4,9,2025-12-16T12:17:38.015924,2025-12-18T18:17:38.015924,2025-12-17T00:17:38.015924,14.184544,78.369145,"On 16-Dec-2025, a case of cyberstalking was reported near Tumakuru West PS. Investigation initiated under 100080033202500002."
180,100030010202600001,202600001,2026-01-25,45,10,3,2,1,3,2,1,2026-01-22T21:55:37.649892,2026-01-25T20:55:37.649892,2026-01-23T07:55:37.649892,13.443755,77.87597,"On 22-Jan-2026, a case of grievous hurt was reported near Mysuru Town PS. Investigation initiated under 100030010202600001."
181,100080033202500003,202500003,2025-10-29,39,33,1,2,6,21,1,7,2025-10-26T15:41:22.367107,2025-10-29T13:41:22.367107,2025-10-27T10:41:22.367107,14.147469,78.427823,"On 26-Oct-2025, a case of ndps - possession was reported near Tumakuru West PS. Investigation initiated under 100080033202500003."
182,100090034202500001,202500001,2025-07-07,55,34,1,2,2,7,2,7,2025-07-06T19:58:05.485203,2025-07-07T20:58:05.485203,2025-07-07T07:58:05.485203,14.317031,78.459255,"On 06-Jul-2025, a case of burglary was reported near Shivamogga Cyber Crime PS. Investigation initiated under 100090034202500001."
183,100070027202500001,202500001,2025-01-24,39,27,1,2,6,22,1,5,2025-01-24T03:26:21.107658,2025-01-24T23:26:21.107658,2025-01-24T07:26:21.107658,14.008747,78.343702,"On 24-Jan-2025, a case of ndps - trafficking was reported near Kalaburagi Traffic PS. Investigation initiated under 100070027202500001."
184,100050021202500003,202500003,2025-03-07,114,21,1,2,7,24,1,8,2025-03-05T18:30:51.883911,2025-03-07T21:30:51.883911,2025-03-06T05:30:51.883911,13.725699,78.140408,"On 05-Mar-2025, a case of criminal breach of trust was reported near Ballari South PS. Investigation initiated under 100050021202500003."
185,100100039202400002,202400002,2024-08-28,111,39,1,2,1,4,6,9,2024-08-28T02:19:00.918803,2024-08-28T05:19:00.918803,2024-08-28T13:19:00.918803,14.465302,78.586094,"On 28-Aug-2024, a case of assault was reported near Hubballi-Dharwad North PS. Investigation initiated under 100100039202400002."
186,100020008202400004,202400004,2024-09-29,15,8,1,2,4,16,2,5,2024-09-26T21:16:29.863019,2024-09-29T13:16:29.863019,2024-09-27T14:16:29.863019,13.296839,77.783105,"On 26-Sep-2024, a case of child labour was reported near Bengaluru Rural PS. Investigation initiated under 100020008202400004."
187,100030010202500002,202500002,2025-01-21,60,10,1,2,3,11,2,10,2025-01-18T19:49:47.266392,2025-01-21T02:49:47.266392,2025-01-19T13:49:47.266392,13.416774,77.8447,"On 18-Jan-2025, a case of molestation was reported near Mysuru Town PS. Investigation initiated under 100030010202500002."
